district_label_bn,division,district,source_upazila,match_type,matched_upazila,candidate_1,score_1,candidate_2,score_2,candidate_3,score_3
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Gazaria,review,,Gajaria,0.857,Tongibari,0.500,Sreenagar,0.375
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Louhajong,review,,Louhajanj,0.778,Tongibari,0.333,Munshiganj Sadar,0.333
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Sadar,review,,Sreenagar,0.571,Sirajdikhan,0.500,Munshiganj Sadar,0.500
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Serajdi Khan,review,,Sirajdikhan,0.909,Gajaria,0.444,Louhajanj,0.400
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Sreenagar,exact,Sreenagar,Sreenagar,1.000,Tongibari,0.444,Gajaria,0.375
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Tongibari,exact,Tongibari,Tongibari,1.000,Gajaria,0.500,Sreenagar,0.444
মেহেরপুর পোস্ট কোড,Khulna,Meherpur,Gangni,exact,Gangni,Gangni,1.000,Mujibnagar,0.250,Meherpur Sadar,0.105
মেহেরপুর পোস্ট কোড,Khulna,Meherpur,Sadar,review,,Meherpur Sadar,0.556,Mujibnagar,0.400,Gangni,0.182
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Barlekha,exact,Barlekha,Barlekha,1.000,Kulaura,0.400,Kamolganj,0.353
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Kamalgonj,review,,Kamolganj,0.778,Kulaura,0.375,Rajnagar,0.353
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Kulaura,exact,Kulaura,Kulaura,1.000,Moulvibazar Sadar,0.435,Kamolganj,0.375
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Raj Nagar,normalized,Rajnagar,Rajnagar,1.000,Sreemangal,0.556,Kamolganj,0.353
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Sadar,review,,Moulvibazar Sadar,0.476,Rajnagar,0.462,Sreemangal,0.400
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Sreemangal,exact,Sreemangal,Sreemangal,1.000,Rajnagar,0.556,Barlekha,0.333
যশোর পোস্ট কোড,Khulna,Jashore,Bagarpara,review,,Bagherpara,0.842,Abhaynagar,0.526,Jhikargacha,0.400
যশোর পোস্ট কোড,Khulna,Jashore,Chawgacha,review,,Chougachha,0.737,Jhikargacha,0.700,Sharsha,0.500
যশোর পোস্ট কোড,Khulna,Jashore,Jhekargacha,review,,Jhikargacha,0.909,Chougachha,0.571,Sharsha,0.556
যশোর পোস্ট কোড,Khulna,Jashore,Keshabpur,exact,Keshabpur,Keshabpur,1.000,Sharsha,0.500,Manirampur,0.421
যশোর পোস্ট কোড,Khulna,Jashore,Monirampur,review,,Manirampur,0.900,Keshabpur,0.421,Jashore Sadar,0.364
যশোর পোস্ট কোড,Khulna,Jashore,Noapara (Avay Nagar),review,,Abhaynagar,0.615,Bagherpara,0.385,Manirampur,0.308
যশোর পোস্ট কোড,Khulna,Jashore,Sadar,review,,Jashore Sadar,0.588,Sharsha,0.500,Keshabpur,0.429
যশোর পোস্ট কোড,Khulna,Jashore,Sarsha,review,,Sharsha,0.923,Jhikargacha,0.471,Keshabpur,0.400
রংপুর পোস্ট কোড,Rangpur,Rangpur,Badargonj,exact,Badargonj,Badargonj,1.000,Taragonj,0.706,Pirgonj,0.625
রংপুর পোস্ট কোড,Rangpur,Rangpur,Ganga Chara,normalized,Gangachara,Gangachara,1.000,Pirgacha,0.556,Haragach,0.556
রংপুর পোস্ট কোড,Rangpur,Rangpur,Kaonia,review,,Kaunia,0.833,Taragonj,0.429,Hajirhat,0.429
রংপুর পোস্ট কোড,Rangpur,Rangpur,Mithapukur,exact,Mithapukur,Mithapukur,1.000,Tajhat,0.375,Rangpur Sadar,0.364
রংপুর পোস্ট কোড,Rangpur,Rangpur,Pirgarcha,review,,Pirgacha,0.941,Haragach,0.588,Parshuram,0.556
রংপুর পোস্ট কোড,Rangpur,Rangpur,Pirgonj,exact,Pirgonj,Pirgonj,1.000,Taragonj,0.667,Badargonj,0.625
রংপুর পোস্ট কোড,Rangpur,Rangpur,Sadar,review,,Rangpur Sadar,0.588,Badargonj,0.571,Gangachara,0.400
রংপুর পোস্ট কোড,Rangpur,Rangpur,Taragonj,exact,Taragonj,Taragonj,1.000,Badargonj,0.706,Pirgonj,0.667
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Barkal,exact,Barkal,Barkal,1.000,Kawkhali,0.429,Rajasthali,0.375
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Belaichari,exact,Belaichari,Belaichari,1.000,Baghaichari,0.762,Juraichari,0.700
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Jarachari,review,,Juraichari,0.842,Baghaichari,0.700,Naniarchar,0.632
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Kalampati (Kaokhali),review,,Kawkhali,0.560,Rajasthali,0.519,Rangamati Sadar,0.516
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Kaptai,exact,Kaptai,Kaptai,1.000,Kawkhali,0.571,Rajasthali,0.500
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Longdu,review,,Langadu,0.769,Rangamati Sadar,0.300,Chandroghona,0.222
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Marishya (Bagaichari),review,,Baghaichari,0.690,Juraichari,0.571,Belaichari,0.571
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Naniarchar,exact,Naniarchar,Naniarchar,1.000,Juraichari,0.600,Belaichari,0.600
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Rajasthali,exact,Rajasthali,Rajasthali,1.000,Kawkhali,0.556,Juraichari,0.500
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Sadar,review,,Rangamati Sadar,0.526,Sazek,0.400,Naniarchar,0.400
রাজবাড়ী পোস্ট কোড,Dhaka,Rajbari,Baliakandi,exact,Baliakandi,Baliakandi,1.000,Goalanda,0.556,Rajbari Sadar,0.455
রাজবাড়ী পোস্ট কোড,Dhaka,Rajbari,Goalondo,review,,Goalanda,0.750,Baliakandi,0.444,Pangsa,0.286
রাজবাড়ী পোস্ট কোড,Dhaka,Rajbari,Pangsha,review,,Pangsa,0.923,Goalanda,0.400,Kalukhali,0.375
রাজবাড়ী পোস্ট কোড,Dhaka,Rajbari,Sadar,review,,Rajbari Sadar,0.588,Goalanda,0.462,Pangsa,0.364
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Baga,review,,Bagha,0.889,Bagmara,0.727,Boalia,0.600
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Bhabanigonj (Bagmara),parenthetical,Bagmara,Bagmara,0.560,Godagari,0.462,Chandrima,0.444
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Carghat,review,,Charghat,0.933,Bagha,0.667,Karnahar,0.533
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Durgapur,exact,Durgapur,Durgapur,1.000,Rajpara,0.533,Damkura,0.533
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Godagari,exact,Godagari,Godagari,1.000,Bagmara,0.533,Durgapur,0.500
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Khodemohanpur(Mohanpur),review,,Mohonpur,0.483,Chandrima,0.400,Durgapur,0.345
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Lalitgonj,review,,Boalia,0.400,Airport,0.375,Katakhali,0.333
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Puthia,exact,Puthia,Puthia,1.000,Matihar,0.462,Paba,0.400
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Sadar,review,,Rajshahi Sadar,0.556,Kasiadanga,0.533,Rajpara,0.500
রাজশাহী পোস্ট কোড,Rajshahi,Rajshahi,Tanore,exact,Tanore,Tanore,1.000,Matihar,0.462,Airport,0.462
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Char Alexander (Rangamati),review,,Ramgati,0.414,Ramganj,0.276,Raipur,0.214
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Ramgonj,review,,Ramganj,0.857,Ramgati,0.571,Kamalnagar,0.353
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Roypur,review,,Raipur,0.667,Lakshmipur Sadar,0.286,Ramgati,0.154
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Sadar,review,,Lakshmipur Sadar,0.500,Kamalnagar,0.400,Raipur,0.364
লালমনিরহাট পোস্ট কোড,Rangpur,Lalmonirhat,Aditmari,exact,Aditmari,Aditmari,1.000,Patgram,0.400,Kaliganj,0.375
লালমনিরহাট পোস্ট কোড,Rangpur,Lalmonirhat,Hatibanda,review,,Hatibandha,0.947,Lalmonirhat Sadar,0.480,Kaliganj,0.471
লালমনিরহাট পোস্ট কোড,Rangpur,Lalmonirhat,Patgram,exact,Patgram,Patgram,1.000,Kaliganj,0.400,Aditmari,0.400
লালমনিরহাট পোস্ট কোড,Rangpur,Lalmonirhat,Sadar,review,,Aditmari,0.615,Lalmonirhat Sadar,0.476,Hatibandha,0.400
লালমনিরহাট পোস্ট কোড,Rangpur,Lalmonirhat,Tushbhanader,review,,Hatibandha,0.364,Lalmonirhat Sadar,0.357,Aditmari,0.300
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Bhedergonj,review,,Bhedarganj,0.800,Palong,0.250,Shariatpur Sadar,0.240
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Demuday,review,,Damudya,0.714,Bhedarganj,0.353,Shariatpur Sadar,0.273
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Gosairhat,exact,Gosairhat,Gosairhat,1.000,Zajira,0.533,Naria,0.429
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Jangira,review,,Zajira,0.615,Naria,0.500,Gosairhat,0.500
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Naria,exact,Naria,Naria,1.000,Zajira,0.545,Gosairhat,0.429
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Sadar,review,,Shariatpur Sadar,0.500,Gosairhat,0.429,Naria,0.400
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Bakshigonj,review,,Nalitabari,0.300,Jhenaigati,0.300,Sreebordi,0.211
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Jenaigati,review,,Jhenaigati,0.947,Nalitabari,0.526,Sherpur Sadar,0.286
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Nakla,review,,Nokla,0.800,Nalitabari,0.533,Jhenaigati,0.400
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Nalitabari,exact,Nalitabari,Nalitabari,1.000,Jhenaigati,0.500,Sherpur Sadar,0.273
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Sreebardi,review,,Sreebordi,0.889,Nalitabari,0.421,Sherpur Sadar,0.381
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,sadar,review,,Sherpur Sadar,0.588,Nalitabari,0.400,Sreebordi,0.286
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Ashashuni,review,,Assasuni,0.824,Shyamnagar,0.421,Kaliganj,0.353
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Debhata,exact,Debhata,Debhata,1.000,Tala,0.364,Shyamnagar,0.353
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Kaligonj,review,,Kaliganj,0.875,Kalaroa,0.533,Tala,0.333
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Kolaroa,review,,Kalaroa,0.857,Kaliganj,0.400,Tala,0.364
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Nakipur (Shyamnagar),parenthetical,Shyamnagar,Shyamnagar,0.741,Satkhira Sadar,0.533,Kaliganj,0.320
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Sadar,review,,Satkhira Sadar,0.556,Shyamnagar,0.533,Kalaroa,0.500
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Tala,exact,Tala,Tala,1.000,Kalaroa,0.545,Kaliganj,0.500
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Baidya Jamtoil (Kamarkhand),parenthetical,Kamarkhand,Kamarkhand,0.606,Sirajganj Sadar,0.378,Tarash,0.276
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Belkuchi,exact,Belkuchi,Belkuchi,1.000,Chauhali,0.375,Kazipur,0.267
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Dhangarha (Roygonj),review,,Raigonj,0.435,Salanga,0.348,Ullapara,0.333
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Kazipur,exact,Kazipur,Kazipur,1.000,Enayetpur,0.500,Shahjadpur,0.471
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Sadar,review,,Shahjadpur,0.533,Sirajganj Sadar,0.526,Salanga,0.500
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Shahjadpur,exact,Shahjadpur,Shahjadpur,1.000,Sirajganj Sadar,0.500,Kazipur,0.471
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Tarash,exact,Tarash,Tarash,1.000,Ullapara,0.429,Kamarkhand,0.375
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Ullahpara,review,,Ullapara,0.941,Shahjadpur,0.421,Kamarkhand,0.421
সিলেট পোস্ট কোড,Sylhet,Sylhet,Balagonj,review,,Balaganj,0.875,Golapganj,0.588,Zakiganj,0.500
সিলেট পোস্ট কোড,Sylhet,Sylhet,Beani Bazar,normalized,Beanibazar,Beanibazar,1.000,Moglabazar,0.600,Osmaninagar,0.571
সিলেট পোস্ট কোড,Sylhet,Sylhet,Bishwa Nath,normalized,Bishwanath,Bishwanath,1.000,Gowainghat,0.500,Shah Paran,0.421
সিলেট পোস্ট কোড,Sylhet,Sylhet,Companigonj Nutun Bazar (Companigonj),review,,Companiganj,0.465,Beanibazar,0.381,Osmaninagar,0.372
সিলেট পোস্ট কোড,Sylhet,Sylhet,Fenchugonj,review,,Fenchuganj,0.900,Golapganj,0.421,Companiganj,0.381
সিলেট পোস্ট কোড,Sylhet,Sylhet,Goainghat,review,,Gowainghat,0.947,Kanaighat,0.667,Osmaninagar,0.600
সিলেট পোস্ট কোড,Sylhet,Sylhet,Golapgonj,review,,Golapganj,0.889,Balaganj,0.588,Zakiganj,0.471
সিলেট পোস্ট কোড,Sylhet,Sylhet,Jaintapur,review,,Jaintiapur,0.947,Osmaninagar,0.500,Dakshinsurma,0.476
সিলেট পোস্ট কোড,Sylhet,Sylhet,Jakigonj,review,,Zakiganj,0.750,Companiganj,0.526,Balaganj,0.500
সিলেট পোস্ট কোড,Sylhet,Sylhet,Kanaighat,exact,Kanaighat,Kanaighat,1.000,Gowainghat,0.632,Osmaninagar,0.500
সিলেট পোস্ট কোড,Sylhet,Sylhet,Sadar,review,,Sylhet Sadar,0.625,Shah Paran,0.571,Osmaninagar,0.500
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Biswambarpur,review,,Bishwambarpur,0.960,Tahirpur,0.500,Dowarabazar,0.435
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Chatak,review,,Chhatak,0.923,Shalla,0.500,Madhyanagar,0.353
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Dirai Chandpur (Dirai),review,,Jagannathpur,0.400,Tahirpur,0.385,Derai,0.348
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Duara Bazar,review,,Dowarabazar,0.857,Dharmapasha,0.571,Derai,0.400
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Ghunghiargaon (Sallah),review,,South Sunamganj,0.424,Shalla,0.400,Dharmapasha,0.400
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Jaganhpur,review,,Jagannathpur,0.857,Tahirpur,0.588,Jamalganj,0.556
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Sadar,review,,Shalla,0.545,Sunamganj Sadar,0.526,Madhyanagar,0.500
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Sanchana (Jamalgonj),review,,Jamalganj,0.615,Madhyanagar,0.429,Shalla,0.348
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Tahirpur,exact,Tahirpur,Tahirpur,1.000,Jagannathpur,0.500,Bishwambarpur,0.476
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Azmirigonj,review,,Ajmiriganj,0.800,Nabiganj,0.556,Habiganj Sadar,0.435
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Bahubal,exact,Bahubal,Bahubal,1.000,Lakhai,0.462,Baniachong,0.353
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Baniachong,exact,Baniachong,Baniachong,1.000,Chunarughat,0.381,Bahubal,0.353
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Chunaraghat,review,,Chunarughat,0.909,Shayestaganj,0.435,Baniachong,0.381
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Kalauk,review,,Lakhai,0.500,Madhabpur,0.400,Bahubal,0.308
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Madhabpur,exact,Madhabpur,Madhabpur,1.000,Lakhai,0.400,Bahubal,0.375
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Nabigonj,review,,Nabiganj,0.875,Habiganj Sadar,0.571,Ajmiriganj,0.556
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Sadar,review,,Madhabpur,0.571,Habiganj Sadar,0.556,Lakhai,0.364
